Name	LATITUDE_S	LONGITUDE_	Length	AV_RGH_IRI	ALLVEHS_AA	TRUCKS_AAD	Name_2	LATITUDE_S_2	LONGITUDE__2	Length_2	AV_RGH_IRI_2	ALLVEHS_AA_2	TRUCKS_AAD_2	closestWindex	rainfall	Above_30_days	Above_37_5_days	dayspassed	ALLVEHS_AA_avg	TRUCKS_AAD_avg	IRI_increase
2070_F_4600_4700_01-02-2014_1	-37.941097	145.079055	100	2.235	18481	945	2070_F_4600_4700_12-01-2016_1	-37.941131	145.079045	100	2.3	18481	945	86020	778.4	71	10	710	18481	945	0.0649999999999999
2070_F_8600_8700_01-02-2014_1	-37.905492	145.085787	100	2.83	24586	1605	2070_F_8600_8700_12-01-2016_1	-37.905538	145.085782	100	2.975	24586	1605	86088	1002.5	71	10	710	24586	1605	0.145
2070_F_13400_13500_01-02-2014_1	-37.862726	145.09335	100	2.3	18372	940	2070_F_13400_13500_12-01-2016_1	-37.862782	145.093344	100	2.8	18372	940	86018	1018.9	71	10	710	18372	940	0.5
2070_F_600_700_01-02-2014_1	-37.976742	145.072367	100	2.6	10256	524	2070_F_600_700_12-01-2016_1	-37.976769	145.072359	100	2.965	10256	524	86077	1069.2	71	10	710	10256	524	0.365
2070_F_10700_10800_01-02-2014_1	-37.886789	145.089305	100	3.59	24124	1330	2070_F_10700_10800_12-01-2016_1	-37.886836	145.089288	100	3.9	24124	1330	86088	1002.5	71	10	710	24124	1330	0.31
2070_F_4900_5000_01-02-2014_1	-37.93842	145.079564	100	3.185	21311	1090	2070_F_4900_5000_12-01-2016_1	-37.938458	145.079555	100	3.66	21311	1090	86020	778.4	71	10	710	21311	1090	0.475
2070_F_11600_11700_01-02-2014_1	-37.878778	145.090875	100	3.325	14270	730	2070_F_11600_11700_12-01-2016_1	-37.878844	145.09086	100	3.945	14270	730	86088	1002.5	71	10	710	14270	730	0.62
2070_F_4300_4400_01-02-2014_1	-37.943773	145.078559	100	2.64	18481	945	2070_F_4300_4400_12-01-2016_1	-37.943808	145.078553	100	2.65	18481	945	86020	778.4	71	10	710	18481	945	0.00999999999999979
2070_F_11700_11800_01-02-2014_1	-37.877885	145.091043	100	3.51	14270	730	2070_F_11700_11800_12-01-2016_1	-37.877948	145.091025	100	3.755	14270	730	86088	1002.5	71	10	710	14270	730	0.245
2070_F_11300_11400_01-02-2014_1	-37.88145	145.090414	100	2.37	20969	1156	2070_F_11300_11400_12-01-2016_1	-37.881502	145.09041	100	2.425	20969	1156	86088	1002.5	71	10	710	20969	1156	0.0549999999999997
2070_F_2900_3000_01-02-2014_1	-37.956237	145.076118	100	2.455	13735	702	2070_F_2900_3000_12-01-2016_1	-37.956271	145.07611	100	2.555	13735	702	86020	778.4	71	10	710	13735	702	0.1
2070_F_5900_6000_01-02-2014_1	-37.929516	145.08131	100	4.335	19160	980	2070_F_5900_6000_12-01-2016_1	-37.929559	145.081301	100	5.55	19160	980	86088	1002.5	71	10	710	19160	980	1.215
2070_F_6000_6100_01-02-2014_1	-37.928627	145.081485	100	3.92	19160	980	2070_F_6000_6100_12-01-2016_1	-37.928668	145.081472	100	4.675	19160	980	86088	1002.5	71	10	710	19160	980	0.755
2070_F_3800_3900_01-02-2014_1	-37.94822	145.077666	100	1.445	15023	768	2070_F_3800_3900_12-01-2016_1	-37.948256	145.077658	100	1.49	15023	768	86020	778.4	71	10	710	15023	768	0.0449999999999999
2070_F_7500_7600_01-02-2014_1	-37.915274	145.084127	100	2.06	20301	1325	2070_F_7500_7600_12-01-2016_1	-37.915315	145.084115	100	2.17	20301	1325	86088	1002.5	71	10	710	20301	1325	0.11
2070_F_1700_1800_01-02-2014_1	-37.966941	145.074221	100	4.665	13735	702	2070_F_1700_1800_12-01-2016_1	-37.966971	145.074212	100	4.88	13735	702	86020	778.4	71	10	710	13735	702	0.215
2070_F_13000_13100_01-02-2014_1	-37.866294	145.092674	100	4.7	14967	765	2070_F_13000_13100_12-01-2016_1	-37.866345	145.092671	100	4.84	14967	765	86018	1018.9	71	10	710	14967	765	0.14
2070_F_2700_2800_01-02-2014_1	-37.958019	145.075799	100	2.24	13735	702	2070_F_2700_2800_12-01-2016_1	-37.958054	145.075792	100	2.315	13735	702	86020	778.4	71	10	710	13735	702	0.0749999999999997
2070_F_13500_13600_01-02-2014_1	-37.861833	145.093512	100	3.6	18372	940	2070_F_13500_13600_12-01-2016_1	-37.861894	145.093498	100	3.7	18372	940	86018	1018.9	71	10	710	18372	940	0.1
2070_F_13900_14000_01-02-2014_1	-37.858268	145.094168	100	2.54	18372	940	2070_F_13900_14000_12-01-2016_1	-37.85833	145.094157	100	3.18	18372	940	86018	1018.9	71	10	710	18372	940	0.64
2070_F_3400_3500_01-02-2014_1	-37.951777	145.076932	100	2.375	15443	790	2070_F_3400_3500_12-01-2016_1	-37.951813	145.076925	100	2.605	15443	790	86020	778.4	71	10	710	15443	790	0.23
2070_F_8700_8800_01-02-2014_1	-37.904599	145.085955	100	2.795	24586	1605	2070_F_8700_8800_12-01-2016_1	-37.904647	145.085949	100	2.81	24586	1605	86088	1002.5	71	10	710	24586	1605	0.0150000000000001
2070_F_7300_7400_01-02-2014_1	-37.917055	145.083773	100	2.815	20301	1325	2070_F_7300_7400_12-01-2016_1	-37.917098	145.083764	100	3.3	20301	1325	86088	1002.5	71	10	710	20301	1325	0.485
2070_F_10500_10600_01-02-2014_1	-37.888567	145.088959	100	4.525	21555	1189	2070_F_10500_10600_12-01-2016_1	-37.888619	145.088942	100	5.44	21555	1189	86088	1002.5	71	10	710	21555	1189	0.915
2070_F_12800_12900_01-02-2014_1	-37.868081	145.092433	100	2.23	14967	765	2070_F_12800_12900_12-01-2016_1	-37.868131	145.092426	100	2.28	14967	765	86018	1018.9	71	10	710	14967	765	0.0499999999999998
2070_F_12200_12300_01-02-2014_1	-37.873425	145.091868	100	2.54	14967	765	2070_F_12200_12300_12-01-2016_1	-37.873478	145.091868	100	2.71	14967	765	86088	1002.5	71	10	710	14967	765	0.17
2070_F_10100_10200_01-02-2014_1	-37.892139	145.0883	100	3.16	21555	1189	2070_F_10100_10200_12-01-2016_1	-37.892181	145.088296	100	3.475	21555	1189	86088	1002.5	71	10	710	21555	1189	0.315
2070_F_10400_10500_01-02-2014_1	-37.889459	145.088769	100	4.575	21555	1189	2070_F_10400_10500_12-01-2016_1	-37.889509	145.088758	100	4.66	21555	1189	86088	1002.5	71	10	710	21555	1189	0.085
2070_F_14300_14400_01-02-2014_1	-37.854702	145.094816	100	3.205	18372	940	2070_F_14300_14400_12-01-2016_1	-37.854761	145.094803	100	3.375	18372	940	86018	1018.9	71	10	710	18372	940	0.17
2070_F_1300_1400_01-02-2014_1	-37.970507	145.073562	100	4.12	10256	524	2070_F_1300_1400_12-01-2016_1	-37.970539	145.073557	100	4.6	10256	524	86020	778.4	71	10	710	10256	524	0.48
2070_F_3300_3400_01-02-2014_1	-37.952664	145.076743	100	2.875	15443	790	2070_F_3300_3400_12-01-2016_1	-37.9527	145.076735	100	3.005	15443	790	86020	778.4	71	10	710	15443	790	0.13
2070_F_11000_11100_01-02-2014_1	-37.884116	145.089816	100	4.02	24124	1330	2070_F_11000_11100_12-01-2016_1	-37.884169	145.089802	100	4.12	24124	1330	86088	1002.5	71	10	710	24124	1330	0.100000000000001
2070_F_1400_1500_01-02-2014_1	-37.969615	145.073733	100	3.405	10256	524	2070_F_1400_1500_12-01-2016_1	-37.969648	145.07372	100	3.84	10256	524	86020	778.4	71	10	710	10256	524	0.435
2070_F_8900_9000_01-02-2014_1	-37.902818	145.086299	100	2.27	24586	1605	2070_F_8900_9000_12-01-2016_1	-37.902867	145.086289	100	2.305	24586	1605	86088	1002.5	71	10	710	24586	1605	0.0350000000000001
2070_F_6900_7000_01-02-2014_1	-37.920617	145.08306	100	2.605	20301	1325	2070_F_6900_7000_12-01-2016_1	-37.920657	145.08305	100	2.63	20301	1325	86088	1002.5	71	10	710	20301	1325	0.0249999999999999
2070_F_2000_2100_01-02-2014_1	-37.964264	145.074704	100	3.65	13735	702	2070_F_2000_2100_12-01-2016_1	-37.964296	145.074694	100	3.915	13735	702	86020	778.4	71	10	710	13735	702	0.265
2070_F_5400_5500_01-02-2014_1	-37.933972	145.080447	100	1.765	21311	1090	2070_F_5400_5500_12-01-2016_1	-37.934016	145.080442	100	1.795	21311	1090	86020	778.4	71	10	710	21311	1090	0.03
2070_F_5500_5600_01-02-2014_1	-37.933081	145.080622	100	2.735	21311	1090	2070_F_5500_5600_12-01-2016_1	-37.933125	145.080617	100	2.91	21311	1090	86088	1002.5	71	10	710	21311	1090	0.175
2070_F_4400_4500_01-02-2014_1	-37.942879	145.078708	100	2.75	18481	945	2070_F_4400_4500_12-01-2016_1	-37.942914	145.0787	100	2.765	18481	945	86020	778.4	71	10	710	18481	945	0.0150000000000001
2070_F_6500_6600_01-02-2014_1	-37.924173	145.082351	100	4.34	20301	1325	2070_F_6500_6600_12-01-2016_1	-37.924204	145.082341	100	4.715	20301	1325	86088	1002.5	71	10	710	20301	1325	0.375
2070_F_5200_5300_01-02-2014_1	-37.935756	145.080101	100	2.03	21311	1090	2070_F_5200_5300_12-01-2016_1	-37.935792	145.080092	100	2.055	21311	1090	86020	778.4	71	10	710	21311	1090	0.0250000000000004
2070_F_7900_8000_01-02-2014_1	-37.911711	145.08483	100	2.885	20301	1325	2070_F_7900_8000_12-01-2016_1	-37.911753	145.084812	100	3.2	20301	1325	86088	1002.5	71	10	710	20301	1325	0.315
2070_F_13200_13300_01-02-2014_1	-37.864511	145.093023	100	2.92	18372	940	2070_F_13200_13300_12-01-2016_1	-37.864566	145.093009	100	3.025	18372	940	86018	1018.9	71	10	710	18372	940	0.105
2070_F_13600_13700_01-02-2014_1	-37.860945	145.093678	100	1.82	18372	940	2070_F_13600_13700_12-01-2016_1	-37.861004	145.093662	100	1.9	18372	940	86018	1018.9	71	10	710	18372	940	0.0799999999999998
2070_F_11500_11600_01-02-2014_1	-37.879667	145.090694	100	1.82	14270	730	2070_F_11500_11600_12-01-2016_1	-37.879735	145.090681	100	1.935	14270	730	86088	1002.5	71	10	710	14270	730	0.115
2070_F_9100_9200_01-02-2014_1	-37.901047	145.086692	100	2.43	24586	1605	2070_F_9100_9200_12-01-2016_1	-37.901094	145.086678	100	2.52	24586	1605	86088	1002.5	71	10	710	24586	1605	0.0899999999999999
2070_F_14400_14500_01-02-2014_1	-37.85381	145.09497	100	5.39	14852	760	2070_F_14400_14500_12-01-2016_1	-37.853871	145.09496	100	5.725	14852	760	86018	1018.9	71	10	710	14852	760	0.335
2070_F_12100_12200_01-02-2014_1	-37.87432	145.091716	100	4.045	14967	765	2070_F_12100_12200_12-01-2016_1	-37.874374	145.091701	100	4.53	14967	765	86088	1002.5	71	10	710	14967	765	0.485
2070_R_10280_10380_01-02-2014_1	-37.942265	145.079074	100	3.015	16834	861	2070_R_10280_10380_05-01-2016_1	-37.942239	145.079085	100	3.215	16834	861	86020	778.4	69	9	703	16834	861	0.2
2070_R_9280_9380_01-02-2014_1	-37.933423	145.080792	100	2.175	17262	883	2070_R_9280_9380_05-01-2016_1	-37.933403	145.080804	100	2.195	17262	883	86020	778.4	69	9	703	17262	883	0.02
2070_R_10880_10980_01-02-2014_1	-37.947571	145.078064	100	2.545	16596	849	2070_R_10880_10980_05-01-2016_1	-37.947541	145.078074	100	2.65	16596	849	86020	778.4	69	9	703	16596	849	0.105
2070_R_5539_5639_01-02-2014_1	-37.900026	145.087148	100	3.14	20329	1327	2070_R_5539_5639_12-01-2016_1	-37.899837	145.087188	100	3.3	20329	1327	86088	1002.5	71	10	710	20329	1327	0.16
2070_R_2027_2127_01-02-2014_1	-37.868389	145.092529	100	1.24	18294	936	2070_R_2027_2127_12-01-2016_1	-37.86839	145.09253	100	1.26	18294	936	86018	1018.9	71	10	710	18294	936	0.02
2070_R_13201_13250_01-02-2014_1	-37.968011	145.074171	49	4.275	9787	500	2070_R_13201_13250_05-01-2016_1	-37.967991	145.074178	49	4.445	9787	500	86020	778.4	69	9	703	9787	500	0.17
2070_R_4027_4127_01-02-2014_1	-37.886222	145.089709	100	3.59	32184	1775	2070_R_4027_4127_12-01-2016_1	-37.886249	145.089703	100	3.75	32184	1775	86088	1002.5	71	10	710	32184	1775	0.16
2070_R_4227_4327_01-02-2014_1	-37.887988	145.089308	100	2.865	20157	1111	2070_R_4227_4327_12-01-2016_1	-37.888024	145.089307	100	3.92	20157	1111	86088	1002.5	71	10	710	20157	1111	1.055
2070_R_9080_9180_01-02-2014_1	-37.931654	145.081127	100	3.535	17262	883	2070_R_9080_9180_05-01-2016_1	-37.931634	145.081136	100	3.75	17262	883	86088	1002.5	69	9	703	17262	883	0.215
2070_R_11780_11831_01-02-2014_1	-37.955522	145.076478	51	2.63	13277	679	2070_R_11780_11831_05-01-2016_1	-37.955485	145.076497	51	2.955	13277	679	86020	778.4	69	9	703	13277	679	0.325
2070_R_11480_11580_01-02-2014_1	-37.95287	145.076968	100	3.12	14890	762	2070_R_11480_11580_05-01-2016_1	-37.952835	145.076982	100	3.125	14890	762	86020	778.4	69	9	703	14890	762	0.00499999999999989
2070_R_3127_3227_01-02-2014_1	-37.878204	145.091218	100	3.19	16079	822	2070_R_3127_3227_12-01-2016_1	-37.878218	145.091215	100	3.325	16079	822	86088	1002.5	71	10	710	16079	822	0.135
2070_R_10080_10180_01-02-2014_1	-37.940499	145.079422	100	2.305	16834	861	2070_R_10080_10180_05-01-2016_1	-37.940471	145.079434	100	2.385	16834	861	86020	778.4	69	9	703	16834	861	0.0799999999999996
2070_R_9880_9980_01-02-2014_1	-37.938731	145.079772	100	3.19	16834	861	2070_R_9880_9980_05-01-2016_1	-37.938709	145.079795	100	6.285	16834	861	86020	778.4	69	9	703	16834	861	3.095
2070_R_1927_2027_01-02-2014_1	-37.867496	145.092689	100	1.565	18294	936	2070_R_1927_2027_12-01-2016_1	-37.867494	145.092683	100	1.57	18294	936	86018	1018.9	71	10	710	18294	936	0.00500000000000012
2070_R_10180_10280_01-02-2014_1	-37.941382	145.079252	100	3.02	16834	861	2070_R_10180_10280_05-01-2016_1	-37.941355	145.079264	100	3.32	16834	861	86020	778.4	69	9	703	16834	861	0.3
2070_R_10580_10680_01-02-2014_1	-37.944919	145.078598	100	3.045	16596	849	2070_R_10580_10680_05-01-2016_1	-37.944894	145.078612	100	3.1	16596	849	86020	778.4	69	9	703	16596	849	0.0550000000000002
2070_R_9180_9280_01-02-2014_1	-37.932537	145.080964	100	2.135	17262	883	2070_R_9180_9280_05-01-2016_1	-37.932519	145.080976	100	2.18	17262	883	86088	1002.5	69	9	703	17262	883	0.0450000000000004
2070_R_9980_10080_01-02-2014_1	-37.939611	145.079561	100	2.175	16834	861	2070_R_9980_10080_05-01-2016_1	-37.939586	145.079591	100	3.81	16834	861	86020	778.4	69	9	703	16834	861	1.635
2070_R_3927_4027_01-02-2014_1	-37.885331	145.089873	100	4.305	32184	1775	2070_R_3927_4027_12-01-2016_1	-37.885355	145.089868	100	4.465	32184	1775	86088	1002.5	71	10	710	32184	1775	0.16
2070_R_1827_1927_01-02-2014_1	-37.866606	145.092845	100	2.145	18294	936	2070_R_1827_1927_12-01-2016_1	-37.866599	145.092841	100	2.16	18294	936	86018	1018.9	71	10	710	18294	936	0.0150000000000001
2070_R_3427_3527_01-02-2014_1	-37.880887	145.090774	100	3.315	19186	1058	2070_R_3427_3527_12-01-2016_1	-37.880906	145.090777	100	3.375	19186	1058	86088	1002.5	71	10	710	19186	1058	0.0600000000000001
2070_R_9580_9680_01-02-2014_1	-37.936075	145.080247	100	2.495	17262	883	2070_R_9580_9680_05-01-2016_1	-37.936051	145.080262	100	2.53	17262	883	86020	778.4	69	9	703	17262	883	0.0349999999999997
2070_R_2127_2227_01-02-2014_1	-37.869281	145.092374	100	1.67	18294	936	2070_R_2127_2227_12-01-2016_1	-37.869283	145.092373	100	1.835	18294	936	86018	1018.9	71	10	710	18294	936	0.165
2070_R_2327_2427_01-02-2014_1	-37.871073	145.092149	100	2.24	18294	936	2070_R_2327_2427_12-01-2016_1	-37.871076	145.092145	100	2.525	18294	936	86088	1002.5	71	10	710	18294	936	0.285
2070_R_2227_2327_01-02-2014_1	-37.870174	145.092215	100	1.97	18294	936	2070_R_2227_2327_12-01-2016_1	-37.870176	145.092216	100	1.98	18294	936	86088	1002.5	71	10	710	18294	936	0.01
2070_R_11380_11480_01-02-2014_1	-37.951985	145.077138	100	2.675	14890	762	2070_R_11380_11480_05-01-2016_1	-37.951952	145.07715	100	2.715	14890	762	86020	778.4	69	9	703	14890	762	0.04
2070_R_3827_3927_01-02-2014_1	-37.88444	145.090036	100	3.375	32184	1775	2070_R_3827_3927_12-01-2016_1	-37.884463	145.090031	100	3.395	32184	1775	86088	1002.5	71	10	710	32184	1775	0.02
2070_R_11180_11280_01-02-2014_1	-37.950222	145.077523	100	2.325	14890	762	2070_R_11180_11280_05-01-2016_1	-37.950188	145.077537	100	2.425	14890	762	86020	778.4	69	9	703	14890	762	0.0999999999999996
2070_R_2927_3027_01-02-2014_1	-37.876426	145.091546	100	2.53	16079	822	2070_R_2927_3027_12-01-2016_1	-37.876437	145.09154	100	2.775	16079	822	86088	1002.5	71	10	710	16079	822	0.245
2070_R_13001_13101_01-02-2014_1	-37.966295	145.074456	100	3.18	13277	679	2070_R_13001_13101_05-01-2016_1	-37.966306	145.074459	100	3.685	13277	679	86020	778.4	69	9	703	13277	679	0.505
2070_R_9480_9580_01-02-2014_1	-37.935189	145.080431	100	2.095	17262	883	2070_R_9480_9580_05-01-2016_1	-37.935166	145.080447	100	2.15	17262	883	86020	778.4	69	9	703	17262	883	0.0549999999999997
2070_R_3727_3827_01-02-2014_1	-37.883559	145.090232	100	4.82	32184	1775	2070_R_3727_3827_12-01-2016_1	-37.883576	145.090218	100	4.915	32184	1775	86088	1002.5	71	10	710	32184	1775	0.0949999999999998
2070_R_3027_3127_01-02-2014_1	-37.877313	145.09138	100	2.545	16079	822	2070_R_3027_3127_12-01-2016_1	-37.877325	145.091374	100	2.71	16079	822	86088	1002.5	71	10	710	16079	822	0.165
2070_R_10480_10580_01-02-2014_1	-37.944035	145.078774	100	3.92	16834	861	2070_R_10480_10580_05-01-2016_1	-37.944011	145.078789	100	4.35	16834	861	86020	778.4	69	9	703	16834	861	0.43
2070_R_9780_9880_01-02-2014_1	-37.937845	145.079936	100	3.69	17262	883	2070_R_9780_9880_05-01-2016_1	-37.937823	145.079952	100	3.7	17262	883	86020	778.4	69	9	703	17262	883	0.0100000000000002
2070_R_13101_13201_01-02-2014_1	-37.967157	145.074327	100	5.365	13277	679	2070_R_13101_13201_05-01-2016_1	-37.96715	145.074331	100	5.535	13277	679	86020	778.4	69	9	703	13277	679	0.17
2070_R_4427_4527_01-02-2014_1	-37.889758	145.088923	100	2.565	20157	1111	2070_R_4427_4527_12-01-2016_1	-37.889796	145.088925	100	3.025	20157	1111	86088	1002.5	71	10	710	20157	1111	0.46
2290_F_500_600_30-01-2014_1	-37.915126	145.132535	100	1.69	18358	939	2290_F_500_600_09-01-2016_1	-37.915125	145.132527	100	1.755	18358	939	86088	1023.1	69	9	709	18358	939	0.0649999999999999
2290_F_3800_3900_30-01-2014_1	-37.919785	145.169633	100	1.925	25945	1327	2290_F_3800_3900_09-01-2016_1	-37.91978	145.169602	100	2.02	25945	1327	86111	1113.8	69	9	709	25945	1327	0.095
2290_F_6100_6200_30-01-2014_1	-37.922998	145.19549	100	2.24	14632	544	2290_F_6100_6200_09-01-2016_1	-37.922994	145.195457	100	2.325	14632	544	86111	1113.8	69	9	709	14632	544	0.085
2290_F_2500_2600_30-01-2014_1	-37.918002	145.155012	100	3.265	21537	1102	2290_F_2500_2600_09-01-2016_1	-37.917997	145.154983	100	3.445	21537	1102	86111	1113.8	69	9	709	21537	1102	0.18
2290_F_6600_6700_30-01-2014_1	-37.923766	145.201104	100	2.015	14632	544	2290_F_6600_6700_09-01-2016_1	-37.923764	145.201066	100	2.14	14632	544	86111	1113.8	69	9	709	14632	544	0.125
2290_F_0_100_30-01-2014_1	-37.914324	145.126958	100	4.105	18358	939	2290_F_0_100_09-01-2016_1	-37.914317	145.126935	100	4.285	18358	939	86088	1023.1	69	9	709	18358	939	0.18
2290_F_2300_2400_30-01-2014_1	-37.91773	145.15276	100	2.285	21537	1102	2290_F_2300_2400_09-01-2016_1	-37.917729	145.152733	100	2.33	21537	1102	86111	1113.8	69	9	709	21537	1102	0.0449999999999999
2290_F_2400_2500_30-01-2014_1	-37.917867	145.153885	100	3.39	21537	1102	2290_F_2400_2500_09-01-2016_1	-37.917865	145.153858	100	3.54	21537	1102	86111	1113.8	69	9	709	21537	1102	0.15
2290_F_9200_9300_30-01-2014_1	-37.927566	145.230298	100	2.515	16713	621	2290_F_9200_9300_09-01-2016_1	-37.927569	145.230272	100	2.57	16713	621	86111	1113.8	69	9	709	16713	621	0.0549999999999997
2290_F_800_900_30-01-2014_1	-37.915572	145.135908	100	2.13	18358	939	2290_F_800_900_09-01-2016_1	-37.915565	145.135896	100	2.24	18358	939	86088	1023.1	69	9	709	18358	939	0.11
2290_F_7600_7700_30-01-2014_1	-37.925174	145.212348	100	2.045	15672	583	2290_F_7600_7700_09-01-2016_1	-37.925175	145.212315	100	2.29	15672	583	86111	1113.8	69	9	709	15672	583	0.245
2290_F_400_500_30-01-2014_1	-37.914984	145.131413	100	2.4	18358	939	2290_F_400_500_09-01-2016_1	-37.91498	145.131402	100	2.455	18358	939	86088	1023.1	69	9	709	18358	939	0.0550000000000002
2290_F_900_1000_30-01-2014_1	-37.91572	145.137033	100	4.37	18358	939	2290_F_900_1000_09-01-2016_1	-37.915711	145.137019	100	4.66	18358	939	86088	1023.1	69	9	709	18358	939	0.29
2290_F_4100_4200_30-01-2014_1	-37.920192	145.173006	100	1.24	25945	1327	2290_F_4100_4200_09-01-2016_1	-37.920186	145.172972	100	1.345	25945	1327	86111	1113.8	69	9	709	25945	1327	0.105
2290_F_2000_2100_30-01-2014_1	-37.917326	145.149393	100	2.04	21537	1102	2290_F_2000_2100_09-01-2016_1	-37.917317	145.149366	100	2.225	21537	1102	86111	1113.8	69	9	709	21537	1102	0.185
2290_F_9100_9200_30-01-2014_1	-37.927437	145.229171	100	3.855	16713	621	2290_F_9100_9200_09-01-2016_1	-37.927435	145.229147	100	4.015	16713	621	86111	1113.8	69	9	709	16713	621	0.16
2290_F_7700_7800_30-01-2014_1	-37.925318	145.213463	100	2.49	16713	621	2290_F_7700_7800_09-01-2016_1	-37.925317	145.213437	100	2.61	16713	621	86111	1113.8	69	9	709	16713	621	0.12
2290_F_8800_8900_30-01-2014_1	-37.927019	145.225797	100	3.675	16713	621	2290_F_8800_8900_09-01-2016_1	-37.927019	145.225772	100	3.88	16713	621	86111	1113.8	69	9	709	16713	621	0.205
2290_F_3000_3100_30-01-2014_1	-37.918683	145.160639	100	3.4	23753	1215	2290_F_3000_3100_09-01-2016_1	-37.91868	145.160613	100	3.51	23753	1215	86111	1113.8	69	9	709	23753	1215	0.11
2290_F_1700_1800_30-01-2014_1	-37.916898	145.146021	100	1.78	21537	1102	2290_F_1700_1800_09-01-2016_1	-37.916888	145.145999	100	2.055	21537	1102	86111	1113.8	69	9	709	21537	1102	0.275
2290_F_3300_3400_30-01-2014_1	-37.919107	145.164009	100	3.715	23753	1215	2290_F_3300_3400_09-01-2016_1	-37.919102	145.163982	100	4.065	23753	1215	86111	1113.8	69	9	709	23753	1215	0.350000000000001
2290_F_3500_3600_30-01-2014_1	-37.919382	145.16626	100	2.67	25945	1327	2290_F_3500_3600_09-01-2016_1	-37.919376	145.166232	100	2.76	25945	1327	86111	1113.8	69	9	709	25945	1327	0.0899999999999999
2290_F_7200_7300_30-01-2014_1	-37.92464	145.207843	100	1.82	14632	544	2290_F_7200_7300_09-01-2016_1	-37.92464	145.207811	100	1.84	14632	544	86111	1113.8	69	9	709	14632	544	0.02
2290_F_1900_2000_30-01-2014_1	-37.917187	145.148268	100	4.2	21537	1102	2290_F_1900_2000_09-01-2016_1	-37.91718	145.148244	100	4.49	21537	1102	86111	1113.8	69	9	709	21537	1102	0.29
2290_F_9000_9100_30-01-2014_1	-37.927299	145.228047	100	3.56	16713	621	2290_F_9000_9100_09-01-2016_1	-37.927299	145.228021	100	3.735	16713	621	86111	1113.8	69	9	709	16713	621	0.175
2290_F_300_400_30-01-2014_1	-37.914854	145.130288	100	1.905	18358	939	2290_F_300_400_09-01-2016_1	-37.914851	145.130277	100	1.995	18358	939	86088	1023.1	69	9	709	18358	939	0.0900000000000001
2290_F_4600_4700_30-01-2014_1	-37.920885	145.178623	100	2.365	25650	1312	2290_F_4600_4700_09-01-2016_1	-37.920879	145.178591	100	2.39	25650	1312	86111	1113.8	69	9	709	25650	1312	0.0249999999999999
2290_F_5600_5700_30-01-2014_1	-37.922364	145.189849	100	2.34	21346	1092	2290_F_5600_5700_09-01-2016_1	-37.922357	145.189823	100	2.51	21346	1092	86111	1113.8	69	9	709	21346	1092	0.17
2290_F_1300_1400_30-01-2014_1	-37.916303	145.14153	100	3.43	21537	1102	2290_F_1300_1400_09-01-2016_1	-37.916297	145.141509	100	3.525	21537	1102	86088	1023.1	69	9	709	21537	1102	0.0949999999999998
2290_F_8700_8800_30-01-2014_1	-37.92688	145.22467	100	2.96	16713	621	2290_F_8700_8800_09-01-2016_1	-37.92688	145.224647	100	3.42	16713	621	86111	1113.8	69	9	709	16713	621	0.46
2290_F_6400_6500_30-01-2014_1	-37.923461	145.198856	100	2.83	14632	544	2290_F_6400_6500_09-01-2016_1	-37.923457	145.198821	100	2.905	14632	544	86111	1113.8	69	9	709	14632	544	0.0749999999999997
2290_F_4800_4900_30-01-2014_1	-37.921165	145.180868	100	1.955	25357	1297	2290_F_4800_4900_09-01-2016_1	-37.92116	145.180837	100	2.05	25357	1297	86111	1113.8	69	9	709	25357	1297	0.0949999999999998
2290_F_8300_8400_30-01-2014_1	-37.926325	145.220171	100	3.295	16713	621	2290_F_8300_8400_09-01-2016_1	-37.926325	145.220145	100	4.345	16713	621	86111	1113.8	69	9	709	16713	621	1.05
2290_F_9300_9400_30-01-2014_1	-37.927694	145.231424	100	2.805	16713	621	2290_F_9300_9400_09-01-2016_1	-37.927697	145.231396	100	2.835	16713	621	86111	1113.8	69	9	709	16713	621	0.0299999999999998
2290_F_8900_9000_30-01-2014_1	-37.927159	145.226923	100	2.64	16713	621	2290_F_8900_9000_09-01-2016_1	-37.927159	145.226897	100	2.69	16713	621	86111	1113.8	69	9	709	16713	621	0.0499999999999998
2290_F_2600_2700_30-01-2014_1	-37.918136	145.156142	100	2.565	21537	1102	2290_F_2600_2700_09-01-2016_1	-37.918131	145.156109	100	2.6	21537	1102	86111	1113.8	69	9	709	21537	1102	0.0350000000000001
2290_F_1000_1100_30-01-2014_1	-37.915865	145.13816	100	2.815	18358	939	2290_F_1000_1100_09-01-2016_1	-37.91586	145.138146	100	2.835	18358	939	86088	1023.1	69	9	709	18358	939	0.02
2290_F_7900_8000_30-01-2014_1	-37.925671	145.215693	100	3.795	16713	621	2290_F_7900_8000_09-01-2016_1	-37.925669	145.215666	100	3.98	16713	621	86111	1113.8	69	9	709	16713	621	0.185
2290_F_2200_2300_30-01-2014_1	-37.917596	145.151638	100	1.765	21537	1102	2290_F_2200_2300_09-01-2016_1	-37.917596	145.151609	100	2.775	21537	1102	86111	1113.8	69	9	709	21537	1102	1.01
2290_F_3900_4000_30-01-2014_1	-37.919918	145.170755	100	2.315	25945	1327	2290_F_3900_4000_09-01-2016_1	-37.919914	145.170725	100	2.465	25945	1327	86111	1113.8	69	9	709	25945	1327	0.15
