Name	LATITUDE_S	LONGITUDE_	Length	AV_RGH_IRI	ALLVEHS_AA	TRUCKS_AAD	Name_2	LATITUDE_S_2	LONGITUDE__2	Length_2	AV_RGH_IRI_2	ALLVEHS_AA_2	TRUCKS_AAD_2	closestWindex	rainfall	Above_30_days	Above_37_5_days	dayspassed	ALLVEHS_AA_avg	TRUCKS_AAD_avg	IRI_increase
2996_F_1800_1900_43286_01-06-2017_1	-37.801639	145.197031	100	1.55	27996	2879	2996_F_1800_1900_43826_01-06-2019_1	-37.80163	145.197055	100	1.6	27996	2879	86074	1290.6	80	12	730	27996	2879	0.05
2996_F_25300_25400_43286_01-06-2017_1	-38.001261	145.191623	100	0.76	56272	5786	2996_F_25300_25400_43826_01-06-2019_1	-38.001264	145.19162	100	0.8	56272	5786	86224	1405.3	80	12	730	56272	5786	0.04
2996_F_13500_13600_43286_01-06-2017_1	-37.898113	145.214963	100	0.69	43773	4501	2996_F_13500_13600_43826_01-06-2019_1	-37.898132	145.21497	100	0.7	43773	4501	86303	1375.4	80	12	730	43773	4501	0.01
2996_F_26600_26700_43286_01-06-2017_1	-38.012704	145.188353	100	0.66	55807	5739	2996_F_26600_26700_43826_01-06-2019_1	-38.012706	145.188356	100	0.7	55807	5739	86224	1405.3	80	12	730	55807	5739	0.0399999999999999
2996_F_5400_5500_43286_01-06-2017_1	-37.825935	145.217729	100	0.93	30062	3091	2996_F_5400_5500_43826_01-06-2019_1	-37.825959	145.217734	100	1	30062	3091	86074	1290.6	80	12	730	30062	3091	0.07
2996_F_900_1000_43286_01-06-2017_1	-37.801021	145.18752	100	1.75	27996	2879	2996_F_900_1000_43826_01-06-2019_1	-37.800996	145.187509	100	1.8	27996	2879	86074	1290.6	80	12	730	27996	2879	0.05
2996_F_10700_10800_43286_01-06-2017_1	-37.873112	145.211971	100	0.98	32129	3304	2996_F_10700_10800_43826_01-06-2019_1	-37.873134	145.211975	100	1	32129	3304	86303	1375.4	80	12	730	32129	3304	0.02
2996_F_21700_21800_43286_01-06-2017_1	-37.968971	145.194779	100	0.83	54826	5638	2996_F_21700_21800_43826_01-06-2019_1	-37.968986	145.194775	100	0.9	54826	5638	86224	1405.3	80	12	730	54826	5638	0.0700000000000001
2996_F_24000_24100_43286_01-06-2017_1	-37.989575	145.192585	100	1.04	56003	5759	2996_F_24000_24100_43826_01-06-2019_1	-37.989585	145.19259	100	1.1	56003	5759	86224	1405.3	80	12	730	56003	5759	0.0600000000000001
2996_F_26500_26600_43286_01-06-2017_1	-38.011816	145.188565	100	0.63	56272	5786	2996_F_26500_26600_43826_01-06-2019_1	-38.011818	145.18857	100	0.7	56272	5786	86224	1405.3	80	12	730	56272	5786	0.07
2996_F_8500_8600_43286_01-06-2017_1	-37.853606	145.214741	100	1.05	32129	3304	2996_F_8500_8600_43826_01-06-2019_1	-37.853628	145.214738	100	1.1	32129	3304	86074	1290.6	80	12	730	32129	3304	0.05
2996_F_14100_14200_43286_01-06-2017_1	-37.903508	145.215554	100	1.69	43773	4501	2996_F_14100_14200_43826_01-06-2019_1	-37.903524	145.21556	100	1.8	43773	4501	86303	1375.4	80	12	730	43773	4501	0.11
2996_F_23700_23800_43286_01-06-2017_1	-37.986905	145.193157	100	0.9	56003	5759	2996_F_23700_23800_43826_01-06-2019_1	-37.986915	145.193157	100	1	56003	5759	86224	1405.3	80	12	730	56003	5759	0.1
2996_F_20900_21000_43286_01-06-2017_1	-37.962389	145.198198	100	0.51	53917	5544	2996_F_20900_21000_43826_01-06-2019_1	-37.962402	145.198189	100	0.6	53917	5544	86111	1076.7	80	12	730	53917	5544	0.09
2996_F_17100_17200_43286_01-06-2017_1	-37.929954	145.211061	100	1.21	51593	5305	2996_F_17100_17200_43826_01-06-2019_1	-37.929978	145.211088	100	1.3	51593	5305	86111	1076.7	80	12	730	51593	5305	0.0900000000000001
2996_F_23300_23400_43286_01-06-2017_1	-37.983302	145.193234	100	0.9	55735	5731	2996_F_23300_23400_43826_01-06-2019_1	-37.983316	145.193241	100	1	55735	5731	86224	1405.3	80	12	730	55735	5731	0.1
2996_F_7500_7600_43286_01-06-2017_1	-37.844872	145.217537	100	1.1	32129	3304	2996_F_7500_7600_43826_01-06-2019_1	-37.844892	145.217535	100	1.2	32129	3304	86074	1290.6	80	12	730	32129	3304	0.0999999999999999
2996_F_25800_25900_43286_01-06-2017_1	-38.005656	145.190339	100	0.85	56272	5786	2996_F_25800_25900_43826_01-06-2019_1	-38.005656	145.190322	100	1	56272	5786	86224	1405.3	80	12	730	56272	5786	0.15
2996_F_2700_2800_43286_01-06-2017_1	-37.804782	145.206325	100	0.87	27996	2879	2996_F_2700_2800_43826_01-06-2019_1	-37.804775	145.206372	100	0.9	27996	2879	86074	1290.6	80	12	730	27996	2879	0.03
2996_F_1500_1600_43286_01-06-2017_1	-37.800334	145.194076	100	0.96	27996	2879	2996_F_1500_1600_43826_01-06-2019_1	-37.800315	145.194094	100	1	27996	2879	86074	1290.6	80	12	730	27996	2879	0.04
2996_F_17600_17700_43286_01-06-2017_1	-37.9341	145.208825	100	0.72	51676	5314	2996_F_17600_17700_43826_01-06-2019_1	-37.934124	145.208858	100	0.8	51676	5314	86111	1076.7	80	12	730	51676	5314	0.0800000000000001
2996_F_19600_19700_43286_01-06-2017_1	-37.951696	145.203852	100	0.54	47458	4880	2996_F_19600_19700_43826_01-06-2019_1	-37.951714	145.203849	100	0.6	47458	4880	86111	1076.7	80	12	730	47458	4880	0.0599999999999999
2996_F_25900_26000_43286_01-06-2017_1	-38.006533	145.190069	100	0.55	56272	5786	2996_F_25900_26000_43826_01-06-2019_1	-38.006531	145.190041	100	0.6	56272	5786	86224	1405.3	80	12	730	56272	5786	0.0499999999999999
2996_F_8300_8400_43286_01-06-2017_1	-37.851888	145.215444	100	1.35	32129	3304	2996_F_8300_8400_43826_01-06-2019_1	-37.851912	145.215447	100	1.4	32129	3304	86074	1290.6	80	12	730	32129	3304	0.0499999999999998
2996_F_13000_13100_43286_01-06-2017_1	-37.893602	145.214952	100	1.09	42874	4409	2996_F_13000_13100_43826_01-06-2019_1	-37.89362	145.214959	100	1.1	42874	4409	86303	1375.4	80	12	730	42874	4409	0.01
2996_F_29300_29400_43286_01-06-2017_1	-38.036737	145.188946	100	0.77	54954	5651	2996_F_29300_29400_43826_01-06-2019_1	-38.036735	145.188943	100	0.8	54954	5651	86224	1405.3	80	12	730	54954	5651	0.03
2996_F_12400_12500_43286_01-06-2017_1	-37.888185	145.215046	100	1.27	42874	4409	2996_F_12400_12500_43826_01-06-2019_1	-37.888204	145.215049	100	1.4	42874	4409	86303	1375.4	80	12	730	42874	4409	0.13
2996_F_2300_2400_43286_01-06-2017_1	-37.803786	145.201972	100	1.22	27996	2879	2996_F_2300_2400_43826_01-06-2019_1	-37.803775	145.202006	100	1.3	27996	2879	86074	1290.6	80	12	730	27996	2879	0.0800000000000001
2996_F_27000_27100_43286_01-06-2017_1	-38.016267	145.187646	100	0.56	55807	5739	2996_F_27000_27100_43826_01-06-2019_1	-38.016269	145.187654	100	0.6	55807	5739	86224	1405.3	80	12	730	55807	5739	0.0399999999999999
2996_F_5700_5800_43286_01-06-2017_1	-37.828644	145.217768	100	1.06	32129	3304	2996_F_5700_5800_43826_01-06-2019_1	-37.828663	145.217775	100	1.1	32129	3304	86074	1290.6	80	12	730	32129	3304	0.04
2996_F_14300_14400_43286_01-06-2017_1	-37.905297	145.215827	100	1.23	51510	5297	2996_F_14300_14400_43826_01-06-2019_1	-37.905315	145.215841	100	1.3	51510	5297	86303	1375.4	80	12	730	51510	5297	0.0700000000000001
2996_F_26900_27000_43286_01-06-2017_1	-38.015372	145.187786	100	0.46	55807	5739	2996_F_26900_27000_43826_01-06-2019_1	-38.015374	145.187793	100	0.5	55807	5739	86224	1405.3	80	12	730	55807	5739	0.04
2996_F_4600_4700_43286_01-06-2017_1	-37.818736	145.21719	100	1.37	30062	3091	2996_F_4600_4700_43826_01-06-2019_1	-37.818754	145.217179	100	1.4	30062	3091	86074	1290.6	80	12	730	30062	3091	0.0299999999999998
2996_F_20000_20100_43286_01-06-2017_1	-37.955237	145.202937	100	0.79	43241	4446	2996_F_20000_20100_43826_01-06-2019_1	-37.955253	145.202946	100	0.8	43241	4446	86111	1076.7	80	12	730	43241	4446	0.01
2996_F_8200_8300_43286_01-06-2017_1	-37.85103	145.215794	100	1.05	32129	3304	2996_F_8200_8300_43826_01-06-2019_1	-37.851058	145.215817	100	1.6	32129	3304	86074	1290.6	80	12	730	32129	3304	0.55
2996_F_6800_6900_43286_01-06-2017_1	-37.838572	145.217875	100	1.54	32129	3304	2996_F_6800_6900_43826_01-06-2019_1	-37.838592	145.21789	100	1.6	32129	3304	86074	1290.6	80	12	730	32129	3304	0.0600000000000001
2996_F_19500_19600_43286_01-06-2017_1	-37.950809	145.204069	100	0.48	47458	4880	2996_F_19500_19600_43826_01-06-2019_1	-37.950827	145.204074	100	0.5	47458	4880	86111	1076.7	80	12	730	47458	4880	0.02
2996_F_21000_21100_43286_01-06-2017_1	-37.963138	145.197559	100	1	53917	5544	2996_F_21000_21100_43826_01-06-2019_1	-37.963148	145.197551	100	1.1	53917	5544	86111	1076.7	80	12	730	53917	5544	0.1
2996_F_27500_27600_43286_01-06-2017_1	-38.020764	145.187902	100	1.44	55341	5691	2996_F_27500_27600_43826_01-06-2019_1	-38.02076	145.187906	100	1.5	55341	5691	86224	1405.3	80	12	730	55341	5691	0.0600000000000001
2996_F_2000_2100_43286_01-06-2017_1	-37.802688	145.198872	100	1.07	27996	2879	2996_F_2000_2100_43826_01-06-2019_1	-37.80268	145.1989	100	1.2	27996	2879	86074	1290.6	80	12	730	27996	2879	0.13
2996_F_28000_28100_43286_01-06-2017_1	-38.025126	145.189348	100	0.63	55341	5691	2996_F_28000_28100_43826_01-06-2019_1	-38.025124	145.18935	100	0.7	55341	5691	86224	1405.3	80	12	730	55341	5691	0.07
2996_F_22700_22800_43286_01-06-2017_1	-37.977905	145.193129	100	1.67	55735	5731	2996_F_22700_22800_43826_01-06-2019_1	-37.977916	145.193133	100	1.7	55735	5731	86224	1405.3	80	12	730	55735	5731	0.03
2996_F_22600_22700_43286_01-06-2017_1	-37.977012	145.193292	100	0.79	55735	5731	2996_F_22600_22700_43826_01-06-2019_1	-37.977023	145.193291	100	0.9	55735	5731	86224	1405.3	80	12	730	55735	5731	0.11
2996_F_22400_22500_43286_01-06-2017_1	-37.975224	145.193625	100	1.65	55735	5731	2996_F_22400_22500_43826_01-06-2019_1	-37.975237	145.193626	100	1.7	55735	5731	86224	1405.3	80	12	730	55735	5731	0.05
2996_F_2200_2300_43286_01-06-2017_1	-37.80349	145.200901	100	1.21	27996	2879	2996_F_2200_2300_43826_01-06-2019_1	-37.803479	145.200933	100	1.3	27996	2879	86074	1290.6	80	12	730	27996	2879	0.0900000000000001
2996_F_13600_13700_43286_01-06-2017_1	-37.899015	145.215018	100	1.1	43773	4501	2996_F_13600_13700_43826_01-06-2019_1	-37.899033	145.215021	100	1.2	43773	4501	86303	1375.4	80	12	730	43773	4501	0.0999999999999999
2996_F_7600_7700_43286_01-06-2017_1	-37.845764	145.217372	100	2.38	32129	3304	2996_F_7600_7700_43826_01-06-2019_1	-37.845785	145.21737	100	2.5	32129	3304	86074	1290.6	80	12	730	32129	3304	0.12
2996_F_11700_11800_43286_01-06-2017_1	-37.881899	145.214541	100	1.75	37052	3810	2996_F_11700_11800_43826_01-06-2019_1	-37.881922	145.214544	100	1.8	37052	3810	86303	1375.4	80	12	730	37052	3810	0.05
2996_F_15600_15700_43286_01-06-2017_1	-37.917004	145.215822	100	2.24	51510	5297	2996_F_15600_15700_43826_01-06-2019_1	-37.917023	145.215854	100	2.5	51510	5297	86303	1375.4	80	12	730	51510	5297	0.26
2996_F_28200_28300_43286_01-06-2017_1	-38.026902	145.189754	100	0.67	55341	5691	2996_F_28200_28300_43826_01-06-2019_1	-38.026898	145.189762	100	0.7	55341	5691	86224	1405.3	80	12	730	55341	5691	0.0299999999999999
2996_F_700_800_43286_01-06-2017_1	-37.801822	145.185492	100	0.93	27996	2879	2996_F_700_800_43826_01-06-2019_1	-37.801797	145.185477	100	1.5	27996	2879	86074	1290.6	80	12	730	27996	2879	0.57
2996_F_21900_22000_43286_01-06-2017_1	-37.970756	145.194448	100	0.95	54826	5638	2996_F_21900_22000_43826_01-06-2019_1	-37.970774	145.194452	100	1.1	54826	5638	86224	1405.3	80	12	730	54826	5638	0.15
2996_F_17700_17800_43286_01-06-2017_1	-37.934961	145.208492	100	0.54	51676	5314	2996_F_17700_17800_43826_01-06-2019_1	-37.934985	145.208526	100	0.8	51676	5314	86111	1076.7	80	12	730	51676	5314	0.26
2996_F_23400_23500_43286_01-06-2017_1	-37.984203	145.193325	100	1.18	55735	5731	2996_F_23400_23500_43826_01-06-2019_1	-37.984216	145.193328	100	1.2	55735	5731	86224	1405.3	80	12	730	55735	5731	0.02
2996_F_22900_23000_43286_01-06-2017_1	-37.979702	145.192956	100	0.75	55735	5731	2996_F_22900_23000_43826_01-06-2019_1	-37.979714	145.19296	100	0.9	55735	5731	86224	1405.3	80	12	730	55735	5731	0.15
2996_F_27300_27400_43286_01-06-2017_1	-38.018973	145.187614	100	0.97	55807	5739	2996_F_27300_27400_43826_01-06-2019_1	-38.018971	145.187621	100	1	55807	5739	86224	1405.3	80	12	730	55807	5739	0.03
2996_F_24900_25000_43286_01-06-2017_1	-37.997657	145.191875	100	0.58	56272	5786	2996_F_24900_25000_43826_01-06-2019_1	-37.997662	145.191876	100	0.6	56272	5786	86224	1405.3	80	12	730	56272	5786	0.02
2996_F_23100_23200_43286_01-06-2017_1	-37.981506	145.193012	100	1.37	55735	5731	2996_F_23100_23200_43826_01-06-2019_1	-37.981518	145.193018	100	1.4	55735	5731	86224	1405.3	80	12	730	55735	5731	0.0299999999999998
2996_F_6900_7000_43286_01-06-2017_1	-37.839474	145.2179	100	1.29	32129	3304	2996_F_6900_7000_43826_01-06-2019_1	-37.839493	145.217903	100	1.3	32129	3304	86074	1290.6	80	12	730	32129	3304	0.01
2996_F_14900_15000_43286_01-06-2017_1	-37.910701	145.216305	100	1.04	51510	5297	2996_F_14900_15000_43826_01-06-2019_1	-37.910716	145.216312	100	1.1	51510	5297	86303	1375.4	80	12	730	51510	5297	0.0600000000000001
2996_F_29100_29200_43286_01-06-2017_1	-38.03498	145.189466	100	0.74	55147	5671	2996_F_29100_29200_43826_01-06-2019_1	-38.034977	145.189463	100	0.8	55147	5671	86224	1405.3	80	12	730	55147	5671	0.0600000000000001
2996_F_9500_9600_43286_01-06-2017_1	-37.862307	145.211842	100	0.89	32129	3304	2996_F_9500_9600_43826_01-06-2019_1	-37.862328	145.211846	100	1	32129	3304	86303	1375.4	80	12	730	32129	3304	0.11
2996_F_11800_11900_43286_01-06-2017_1	-37.882783	145.214772	100	2.38	37052	3810	2996_F_11800_11900_43826_01-06-2019_1	-37.882807	145.214771	100	2.5	37052	3810	86303	1375.4	80	12	730	37052	3810	0.12
2996_F_6000_6100_43286_01-06-2017_1	-37.831353	145.217772	100	0.98	32129	3304	2996_F_6000_6100_43826_01-06-2019_1	-37.831371	145.217777	100	1.1	32129	3304	86074	1290.6	80	12	730	32129	3304	0.12
2996_F_26700_26800_43286_01-06-2017_1	-38.013593	145.188154	100	0.47	55807	5739	2996_F_26700_26800_43826_01-06-2019_1	-38.013594	145.188152	100	0.5	55807	5739	86224	1405.3	80	12	730	55807	5739	0.03
2996_F_3500_3600_43286_01-06-2017_1	-37.809633	145.212807	100	1.16	27996	2879	2996_F_3500_3600_43826_01-06-2019_1	-37.809648	145.212873	100	1.3	27996	2879	86074	1290.6	80	12	730	27996	2879	0.14
2996_F_15400_15500_43286_01-06-2017_1	-37.91521	145.216077	100	1.32	51510	5297	2996_F_15400_15500_43826_01-06-2019_1	-37.915226	145.216076	100	1.4	51510	5297	86303	1375.4	80	12	730	51510	5297	0.0799999999999998
2996_F_12700_12800_43286_01-06-2017_1	-37.890894	145.215002	100	1.18	42874	4409	2996_F_12700_12800_43826_01-06-2019_1	-37.890912	145.215006	100	1.2	42874	4409	86303	1375.4	80	12	730	42874	4409	0.02
2996_F_7000_7100_43286_01-06-2017_1	-37.840376	145.217916	100	1.04	32129	3304	2996_F_7000_7100_43826_01-06-2019_1	-37.840395	145.217914	100	1.1	32129	3304	86074	1290.6	80	12	730	32129	3304	0.0600000000000001
2996_F_3800_3900_43286_01-06-2017_1	-37.811895	145.214691	100	2.34	27996	2879	2996_F_3800_3900_43826_01-06-2019_1	-37.811907	145.214711	100	2.5	27996	2879	86074	1290.6	80	12	730	27996	2879	0.16
2996_F_100_200_43286_01-06-2017_1	-37.803664	145.179139	100	1.32	27996	2879	2996_F_100_200_43826_01-06-2019_1	-37.803671	145.179141	100	1.4	27996	2879	86074	1290.6	80	12	730	27996	2879	0.0799999999999998
2996_F_10000_10100_43286_01-06-2017_1	-37.866812	145.211485	100	0.68	32129	3304	2996_F_10000_10100_43826_01-06-2019_1	-37.866831	145.211501	100	0.9	32129	3304	86303	1375.4	80	12	730	32129	3304	0.22
2996_F_24500_24600_43286_01-06-2017_1	-37.994044	145.191833	100	1	56272	5786	2996_F_24500_24600_43826_01-06-2019_1	-37.994053	145.19184	100	1.3	56272	5786	86224	1405.3	80	12	730	56272	5786	0.3
2996_F_8400_8500_43286_01-06-2017_1	-37.852747	145.21509	100	1.27	32129	3304	2996_F_8400_8500_43826_01-06-2019_1	-37.852769	145.215088	100	1.3	32129	3304	86074	1290.6	80	12	730	32129	3304	0.03
2996_F_27200_27300_43286_01-06-2017_1	-38.018071	145.187563	100	0.72	55807	5739	2996_F_27200_27300_43826_01-06-2019_1	-38.01807	145.187567	100	0.8	55807	5739	86224	1405.3	80	12	730	55807	5739	0.0800000000000001
2996_F_6600_6700_43286_01-06-2017_1	-37.836767	145.21785	100	1.57	32129	3304	2996_F_6600_6700_43826_01-06-2019_1	-37.836797	145.217869	100	1.8	32129	3304	86074	1290.6	80	12	730	32129	3304	0.23
2996_F_17800_17900_43286_01-06-2017_1	-37.935833	145.208208	100	0.78	51676	5314	2996_F_17800_17900_43826_01-06-2019_1	-37.93586	145.208244	100	1.3	51676	5314	86111	1076.7	80	12	730	51676	5314	0.52
2996_F_13100_13200_43286_01-06-2017_1	-37.894505	145.214937	100	1.08	42874	4409	2996_F_13100_13200_43826_01-06-2019_1	-37.894523	145.214944	100	1.1	42874	4409	86303	1375.4	80	12	730	42874	4409	0.02
2996_F_15800_15900_43286_01-06-2017_1	-37.918788	145.215491	100	1.32	51510	5297	2996_F_15800_15900_43826_01-06-2019_1	-37.918808	145.215511	100	1.6	51510	5297	86303	1375.4	80	12	730	51510	5297	0.28
2996_F_28700_28800_43286_01-06-2017_1	-38.031402	145.190034	100	0.68	55147	5671	2996_F_28700_28800_43826_01-06-2019_1	-38.031397	145.190027	100	0.7	55147	5671	86224	1405.3	80	12	730	55147	5671	0.0199999999999999
2996_F_9600_9700_43286_01-06-2017_1	-37.863202	145.211705	100	0.88	32129	3304	2996_F_9600_9700_43826_01-06-2019_1	-37.863225	145.211709	100	0.9	32129	3304	86303	1375.4	80	12	730	32129	3304	0.02
2996_F_9200_9300_43286_01-06-2017_1	-37.859645	145.212454	100	1.28	32129	3304	2996_F_9200_9300_43826_01-06-2019_1	-37.859668	145.212451	100	1.3	32129	3304	86303	1375.4	80	12	730	32129	3304	0.02
2996_F_8000_8100_43286_01-06-2017_1	-37.849297	145.216434	100	1.29	32129	3304	2996_F_8000_8100_43826_01-06-2019_1	-37.849318	145.216426	100	1.3	32129	3304	86074	1290.6	80	12	730	32129	3304	0.01
2996_F_12100_12200_43286_01-06-2017_1	-37.885477	145.21509	100	1.36	41976	4316	2996_F_12100_12200_43826_01-06-2019_1	-37.8855	145.215088	100	1.4	41976	4316	86303	1375.4	80	12	730	41976	4316	0.0399999999999998
2996_F_15000_15100_43286_01-06-2017_1	-37.911604	145.216305	100	1.4	51510	5297	2996_F_15000_15100_43826_01-06-2019_1	-37.91162	145.21631	100	1.5	51510	5297	86303	1375.4	80	12	730	51510	5297	0.1
2996_F_13900_14000_43286_01-06-2017_1	-37.901717	145.215293	100	1.41	43773	4501	2996_F_13900_14000_43826_01-06-2019_1	-37.901731	145.215292	100	1.6	43773	4501	86303	1375.4	80	12	730	43773	4501	0.19
2996_F_14800_14900_43286_01-06-2017_1	-37.909797	145.21628	100	0.8	51510	5297	2996_F_14800_14900_43826_01-06-2019_1	-37.909813	145.216288	100	0.9	51510	5297	86303	1375.4	80	12	730	51510	5297	0.1
2996_F_11000_11100_43286_01-06-2017_1	-37.875778	145.212543	100	1.85	32129	3304	2996_F_11000_11100_43826_01-06-2019_1	-37.875802	145.212551	100	1.9	32129	3304	86303	1375.4	80	12	730	32129	3304	0.0499999999999998
2996_F_3900_4000_43286_01-06-2017_1	-37.812661	145.215291	100	1.73	27996	2879	2996_F_3900_4000_43826_01-06-2019_1	-37.812675	145.215307	100	2.1	27996	2879	86074	1290.6	80	12	730	27996	2879	0.37
2996_F_15900_16000_43286_01-06-2017_1	-37.919679	145.215307	100	1.59	51510	5297	2996_F_15900_16000_43826_01-06-2019_1	-37.919696	145.215305	100	1.6	51510	5297	86303	1375.4	80	12	730	51510	5297	0.01
2996_F_11400_11500_43286_01-06-2017_1	-37.879282	145.213656	100	1.24	37052	3810	2996_F_11400_11500_43826_01-06-2019_1	-37.879304	145.213669	100	1.4	37052	3810	86303	1375.4	80	12	730	37052	3810	0.16
2996_F_25100_25200_43286_01-06-2017_1	-37.999463	145.19185	100	1.25	56272	5786	2996_F_25100_25200_43826_01-06-2019_1	-37.999467	145.191849	100	1.3	56272	5786	86224	1405.3	80	12	730	56272	5786	0.05
2996_F_24700_24800_43286_01-06-2017_1	-37.99585	145.191816	100	0.89	56272	5786	2996_F_24700_24800_43826_01-06-2019_1	-37.995858	145.19182	100	0.9	56272	5786	86224	1405.3	80	12	730	56272	5786	0.01
2996_F_13400_13500_43286_01-06-2017_1	-37.897211	145.214933	100	1.39	43773	4501	2996_F_13400_13500_43826_01-06-2019_1	-37.89723	145.214939	100	1.4	43773	4501	86303	1375.4	80	12	730	43773	4501	0.01
2996_F_20400_20500_43286_01-06-2017_1	-37.958598	145.201285	100	0.92	43241	4446	2996_F_20400_20500_43826_01-06-2019_1	-37.958601	145.201262	100	1	43241	4446	86111	1076.7	80	12	730	43241	4446	0.08
2996_F_9900_10000_43286_01-06-2017_1	-37.865907	145.21149	100	0.68	32129	3304	2996_F_9900_10000_43826_01-06-2019_1	-37.865928	145.211505	100	0.7	32129	3304	86303	1375.4	80	12	730	32129	3304	0.0199999999999999
2996_F_14600_14700_43286_01-06-2017_1	-37.907992	145.216164	100	0.99	51510	5297	2996_F_14600_14700_43826_01-06-2019_1	-37.908008	145.216179	100	1	51510	5297	86303	1375.4	80	12	730	51510	5297	0.01
2996_F_18900_19000_43286_01-06-2017_1	-37.9455	145.205413	100	0.49	47458	4880	2996_F_18900_19000_43826_01-06-2019_1	-37.945519	145.205409	100	0.6	47458	4880	86111	1076.7	80	12	730	47458	4880	0.11
2996_F_4700_4800_43286_01-06-2017_1	-37.819628	145.217304	100	0.99	30062	3091	2996_F_4700_4800_43826_01-06-2019_1	-37.819651	145.217292	100	1	30062	3091	86074	1290.6	80	12	730	30062	3091	0.01
2996_F_16700_16800_43286_01-06-2017_1	-37.92662	145.212806	100	1	51593	5305	2996_F_16700_16800_43826_01-06-2019_1	-37.926632	145.212803	100	1.1	51593	5305	86111	1076.7	80	12	730	51593	5305	0.1
2996_F_27400_27500_43286_01-06-2017_1	-38.019872	145.187728	100	1.22	55807	5739	2996_F_27400_27500_43826_01-06-2019_1	-38.019869	145.187731	100	1.3	55807	5739	86224	1405.3	80	12	730	55807	5739	0.0800000000000001
2996_F_8600_8700_43286_01-06-2017_1	-37.854459	145.21439	100	1.09	32129	3304	2996_F_8600_8700_43826_01-06-2019_1	-37.854485	145.214388	100	1.1	32129	3304	86303	1375.4	80	12	730	32129	3304	0.01
2996_F_3200_3300_43286_01-06-2017_1	-37.807427	145.21085	100	1.28	27996	2879	2996_F_3200_3300_43826_01-06-2019_1	-37.807432	145.210916	100	1.5	27996	2879	86074	1290.6	80	12	730	27996	2879	0.22
2996_F_21300_21400_43286_01-06-2017_1	-37.96548	145.195848	100	1.76	54826	5638	2996_F_21300_21400_43826_01-06-2019_1	-37.965495	145.195859	100	2.1	54826	5638	86224	1405.3	80	12	730	54826	5638	0.34
2996_F_23200_23300_43286_01-06-2017_1	-37.982404	145.193122	100	0.78	55735	5731	2996_F_23200_23300_43826_01-06-2019_1	-37.982417	145.193128	100	0.8	55735	5731	86224	1405.3	80	12	730	55735	5731	0.02
2996_F_5200_5300_43286_01-06-2017_1	-37.824133	145.217697	100	1.27	30062	3091	2996_F_5200_5300_43826_01-06-2019_1	-37.824154	145.217706	100	1.3	30062	3091	86074	1290.6	80	12	730	30062	3091	0.03
2996_F_11200_11300_43286_01-06-2017_1	-37.877536	145.213067	100	1.09	37052	3810	2996_F_11200_11300_43826_01-06-2019_1	-37.877558	145.213082	100	1.2	37052	3810	86303	1375.4	80	12	730	37052	3810	0.11
2996_F_1900_2000_43286_01-06-2017_1	-37.802189	145.197928	100	1.2	27996	2879	2996_F_1900_2000_43826_01-06-2019_1	-37.802181	145.197954	100	1.3	27996	2879	86074	1290.6	80	12	730	27996	2879	0.1
2996_F_19700_19800_43286_01-06-2017_1	-37.952581	145.203629	100	0.6	47458	4880	2996_F_19700_19800_43826_01-06-2019_1	-37.952601	145.203632	100	0.8	47458	4880	86111	1076.7	80	12	730	47458	4880	0.2
2996_F_14500_14600_43286_01-06-2017_1	-37.907091	145.216074	100	0.85	51510	5297	2996_F_14500_14600_43826_01-06-2019_1	-37.907108	145.216088	100	0.9	51510	5297	86303	1375.4	80	12	730	51510	5297	0.05
2996_F_6500_6600_43286_01-06-2017_1	-37.835866	145.217836	100	1.19	32129	3304	2996_F_6500_6600_43826_01-06-2019_1	-37.835892	145.217852	100	1.2	32129	3304	86074	1290.6	80	12	730	32129	3304	0.01
2996_F_9700_9800_43286_01-06-2017_1	-37.864101	145.211597	100	0.86	32129	3304	2996_F_9700_9800_43826_01-06-2019_1	-37.864124	145.211602	100	0.9	32129	3304	86303	1375.4	80	12	730	32129	3304	0.04
2996_F_5000_5100_43286_01-06-2017_1	-37.822328	145.217631	100	1.54	30062	3091	2996_F_5000_5100_43826_01-06-2019_1	-37.82235	145.217619	100	1.6	30062	3091	86074	1290.6	80	12	730	30062	3091	0.0600000000000001
2996_F_25000_25100_43286_01-06-2017_1	-37.998561	145.191894	100	0.7	56272	5786	2996_F_25000_25100_43826_01-06-2019_1	-37.998565	145.191888	100	0.8	56272	5786	86224	1405.3	80	12	730	56272	5786	0.1
2996_F_24200_24300_43286_01-06-2017_1	-37.991354	145.192206	100	0.73	56003	5759	2996_F_24200_24300_43826_01-06-2019_1	-37.991364	145.192211	100	0.8	56003	5759	86224	1405.3	80	12	730	56003	5759	0.0700000000000001
2996_F_18800_18900_43286_01-06-2017_1	-37.944616	145.205641	100	0.47	47458	4880	2996_F_18800_18900_43826_01-06-2019_1	-37.944637	145.20564	100	0.5	47458	4880	86111	1076.7	80	12	730	47458	4880	0.03
2996_F_9800_9900_43286_01-06-2017_1	-37.865003	145.211529	100	0.69	32129	3304	2996_F_9800_9900_43826_01-06-2019_1	-37.865026	145.211533	100	0.8	32129	3304	86303	1375.4	80	12	730	32129	3304	0.11
